text,label
hello245_78@example.io,valid
john53-60@outlook.org,valid
sarah483.user@outlook.sg,valid
user200_59@company.edu,valid
user747-31@company.uk,valid
sarah562@hotmail.io,valid
john960@gmail.uk,valid
info565@outlook.uk,valid
support48-36@gmail.sg,valid
user984.admin@example.org,valid
contact746-58@company.org,valid
john660-37@hotmail.edu,valid
hello103@company.sg,valid
support309.admin@gmail.net,valid
test761@company.io,valid
info266_35@mail.edu,valid
test509-98@yahoo.com,valid
support904.info@outlook.sg,valid
info366-26@yahoo.sg,valid
user198@outlook.com,valid
info224-24@mail.org,valid
test840@hotmail.com,valid
contact750-90@yahoo.io,valid
john674-25@company.sg,valid
admin405-48@gmail.net,valid
support760-12@hotmail.net,valid
hello186-97@yahoo.sg,valid
admin731.john@yahoo.org,valid
info396_47@outlook.org,valid
hello802.info@outlook.org,valid
admin731@company.io,valid
info76_26@example.org,valid
contact752-47@outlook.sg,valid
admin34.user@example.uk,valid
test263@outlook.edu,valid
admin129-2@company.com,valid
admin772-99@example.io,valid
user443_58@mail.io,valid
user484-38@mail.net,valid
admin598@company.sg,valid
contact112-90@outlook.net,valid
user633-68@hotmail.org,valid
support465.info@yahoo.edu,valid
test556.john@mail.io,valid
admin372-40@company.net,valid
sarah793.john@mail.org,valid
hello313-7@hotmail.io,valid
test44_77@yahoo.org,valid
admin277.hello@mail.uk,valid
support832.info@gmail.com,valid
contact695@yahoo.uk,valid
john891_89@example.uk,valid
support59-13@yahoo.io,valid
admin576-18@mail.uk,valid
contact592@hotmail.edu,valid
hello887-19@company.io,valid
support645.admin@yahoo.com,valid
info229_64@hotmail.net,valid
test923.admin@yahoo.edu,valid
test159_54@company.org,valid
support206_13@company.io,valid
info769_25@outlook.org,valid
info735-22@mail.sg,valid
info719.sarah@example.sg,valid
support599.support@hotmail.io,valid
info841@yahoo.io,valid
hello551@example.com,valid
admin398.info@gmail.org,valid
support76@example.edu,valid
user609.hello@yahoo.com,valid
support866@mail.com,valid
john773-29@yahoo.edu,valid
admin969.test@mail.org,valid
contact855@outlook.uk,valid
hello772-11@company.sg,valid
test811_61@example.org,valid
contact661_46@hotmail.sg,valid
sarah441_12@yahoo.sg,valid
sarah498-64@example.edu,valid
test951-49@gmail.com,valid
admin874@gmail.com,valid
support540@gmail.io,valid
info902.admin@outlook.net,valid
user606-26@example.com,valid
john813@outlook.io,valid
contact976-24@company.edu,valid
support675.info@gmail.com,valid
admin636_72@example.edu,valid
test600-11@example.edu,valid
contact41_6@example.edu,valid
test945-99@yahoo.org,valid
contact355-24@gmail.uk,valid
sarah620.admin@hotmail.com,valid
test726@company.sg,valid
hello73-48@mail.uk,valid
info37-11@mail.edu,valid
sarah36.test@hotmail.edu,valid
support193-39@hotmail.com,valid
test854.user@example.io,valid
sarah72.info@hotmail.net,valid
user282-54@gmail.uk,valid
support924@company.com,valid
contact660.test@outlook.uk,valid
user860-79@company.sg,valid
contact702.contact@company.com,valid
hello265@mail.org,valid
user28-99@gmail.org,valid
admin255@gmail.uk,valid
info211-25@company.uk,valid
user821@gmail.edu,valid
support539@company.io,valid
support726.john@example.net,valid
admin335_76@yahoo.uk,valid
support547.admin@hotmail.io,valid
support759-8@yahoo.uk,valid
test85-60@hotmail.org,valid
contact466-9@yahoo.uk,valid
john574@hotmail.net,valid
user885_80@gmail.sg,valid
user562@company.edu,valid
john461-86@hotmail.net,valid
user864_49@company.net,valid
sarah239@company.edu,valid
test984@outlook.sg,valid
contact385_50@yahoo.sg,valid
hello109.hello@yahoo.edu,valid
test263.info@yahoo.io,valid
admin622.test@gmail.net,valid
john989-12@outlook.edu,valid
sarah257@company.org,valid
sarah300.hello@outlook.edu,valid
info98_77@gmail.net,valid
john793.user@example.edu,valid
sarah971@example.com,valid
john370-77@company.org,valid
contact85-23@outlook.sg,valid
info150_43@mail.com,valid
hello918.test@outlook.uk,valid
test761_82@hotmail.net,valid
contact330_85@company.com,valid
support858-15@example.edu,valid
hello823@mail.net,valid
contact878@mail.edu,valid
user81-50@yahoo.sg,valid
contact810@yahoo.sg,valid
test259-48@mail.net,valid
sarah341.john@example.edu,valid
info853@yahoo.io,valid
support728-21@mail.com,valid
test273_83@company.sg,valid
admin376@company.uk,valid
hello726_15@yahoo.io,valid
contact173.user@mail.com,valid
sarah53_40@hotmail.net,valid
support969.john@outlook.sg,valid
support601@company.org,valid
info41.john@hotmail.edu,valid
john725_57@mail.io,valid
support17-99@hotmail.net,valid
hello262-92@outlook.uk,valid
support256.info@outlook.io,valid
user463_80@outlook.net,valid
sarah378.john@yahoo.com,valid
test627_5@yahoo.uk,valid
user837-41@company.sg,valid
support878@mail.org,valid
support132-6@example.net,valid
john775-95@company.io,valid
john718@company.edu,valid
hello661@yahoo.net,valid
admin420@hotmail.org,valid
hello945_91@yahoo.sg,valid
sarah151-21@yahoo.net,valid
sarah242_19@company.com,valid
user398.test@example.net,valid
user193.contact@hotmail.uk,valid
john505_49@example.edu,valid
info440.john@hotmail.com,valid
test820.test@yahoo.org,valid
support654.info@company.com,valid
support374-3@hotmail.org,valid
info211@yahoo.sg,valid
support900@example.sg,valid
admin952_48@yahoo.org,valid
support746_21@outlook.io,valid
user583_57@outlook.sg,valid
admin330.test@example.io,valid
contact435@hotmail.org,valid
test912_23@gmail.io,valid
admin223@gmail.org,valid
hello762_99@gmail.sg,valid
hello129-37@example.edu,valid
user679_50@yahoo.org,valid
test740.info@hotmail.edu,valid
admin105_58@example.io,valid
john581-47@yahoo.com,valid
admin770.info@yahoo.edu,valid
admin524@company.net,valid
test815_44@gmail.com,valid
support859-64@company.com,valid
hello287_10@gmail.uk,valid
contact100-27@mail.io,valid
sarah600_2@outlook.uk,valid
john665@company.sg,valid
user768_20@company.org,valid
john668-35@mail.edu,valid
user305mail.com,invalid
testgmail.com,invalid
user971mail.com,invalid
testgmail.com,invalid
user204mail.com,invalid
testgmail.com,invalid
user204mail.com,invalid
testgmail.com,invalid
user163mail.com,invalid
testgmail.com,invalid
user578mail.com,invalid
testgmail.com,invalid
user870mail.com,invalid
testgmail.com,invalid
user412mail.com,invalid
testgmail.com,invalid
user364mail.com,invalid
testgmail.com,invalid
user718mail.com,invalid
testgmail.com,invalid
user648mail.com,invalid
testgmail.com,invalid
user896mail.com,invalid
testgmail.com,invalid
user403mail.com,invalid
testgmail.com,invalid
user875mail.com,invalid
testgmail.com,invalid
user393mail.com,invalid
testgmail.com,invalid
user781mail.com,invalid
testgmail.com,invalid
user258mail.com,invalid
testgmail.com,invalid
user916mail.com,invalid
testgmail.com,invalid
user172mail.com,invalid
testgmail.com,invalid
user658mail.com,invalid
testgmail.com,invalid
user671mail.com,invalid
testgmail.com,invalid
user158mail.com,invalid
testgmail.com,invalid
user375mail.com,invalid
testgmail.com,invalid
user735mail.com,invalid
testgmail.com,invalid
user135mail.com,invalid
testgmail.com,invalid
user751@,invalid
test@,invalid
user176@,invalid
test@,invalid
user425@,invalid
test@,invalid
user318@,invalid
test@,invalid
user136@,invalid
test@,invalid
user55@,invalid
test@,invalid
user537@,invalid
test@,invalid
user781@,invalid
test@,invalid
user210@,invalid
test@,invalid
user199@,invalid
test@,invalid
user271@,invalid
test@,invalid
user332@,invalid
test@,invalid
user421@,invalid
test@,invalid
user693@,invalid
test@,invalid
user109@,invalid
test@,invalid
user821@,invalid
test@,invalid
user304@,invalid
test@,invalid
user646@,invalid
test@,invalid
user645@,invalid
test@,invalid
user618@,invalid
test@,invalid
user444@,invalid
test@,invalid
user52@,invalid
test@,invalid
user655@,invalid
test@,invalid
user352@,invalid
test@,invalid
user646@,invalid
test@,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@domain,invalid
test@mail,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user@@gmail.com,invalid
test@test@mail.com,invalid
user 964@gmail.com,invalid
test @ mail.com,invalid
user 363@gmail.com,invalid
test @ mail.com,invalid
user 729@gmail.com,invalid
test @ mail.com,invalid
user 810@gmail.com,invalid
test @ mail.com,invalid
user 523@gmail.com,invalid
test @ mail.com,invalid
user 917@gmail.com,invalid
test @ mail.com,invalid
user 228@gmail.com,invalid
test @ mail.com,invalid
user 644@gmail.com,invalid
test @ mail.com,invalid
user 936@gmail.com,invalid
test @ mail.com,invalid
user 289@gmail.com,invalid
test @ mail.com,invalid
user 911@gmail.com,invalid
test @ mail.com,invalid
user 349@gmail.com,invalid
test @ mail.com,invalid
user 610@gmail.com,invalid
test @ mail.com,invalid
user 201@gmail.com,invalid
test @ mail.com,invalid
user 101@gmail.com,invalid
test @ mail.com,invalid
user 284@gmail.com,invalid
test @ mail.com,invalid
user 724@gmail.com,invalid
test @ mail.com,invalid
user 16@gmail.com,invalid
test @ mail.com,invalid
user 367@gmail.com,invalid
test @ mail.com,invalid
user 155@gmail.com,invalid
test @ mail.com,invalid
user 304@gmail.com,invalid
test @ mail.com,invalid
user 731@gmail.com,invalid
test @ mail.com,invalid
user 939@gmail.com,invalid
test @ mail.com,invalid
user 122@gmail.com,invalid
test @ mail.com,invalid
user 133@gmail.com,invalid
test @ mail.com,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
@@@,invalid
...,invalid
@,invalid
admin@outlok.com,invalid
user@gmial.com,invalid
test@yahooo.com,invalid
user@gmial.com,invalid
info@gmailcom,invalid
admin@outlok.com,invalid
admin@outlok.com,invalid
user@gmial.com,invalid
admin@outlok.com,invalid
test@yahooo.com,invalid
test@yahooo.com,invalid
test@yahooo.com,invalid
user@gmial.com,invalid
contact@.com,invalid
info@gmailcom,invalid
info@gmailcom,invalid
contact@.com,invalid
admin@outlok.com,invalid
contact@.com,invalid
admin@outlok.com,invalid
admin@outlok.com,invalid
admin@outlok.com,invalid
test@yahooo.com,invalid
contact@.com,invalid
test@yahooo.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
@gmail.com,invalid
@domain.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
user#test@mail.com,invalid
test*123@mail.com,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
,invalid
email,invalid
test,invalid
123456,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user@gmail.,invalid
test@yahoo.,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
user..name@gmail.com,invalid
test...@mail.com,invalid
john@gmail.com,valid
jane@gmail.com,valid
admin@gmail.com,valid
test@gmail.com,valid
user@gmail.com,valid
contact@gmail.com,valid
info@gmail.com,valid
hello@gmail.com,valid
john@yahoo.com,valid
jane@yahoo.com,valid
admin@yahoo.com,valid
test@yahoo.com,valid
john@outlook.com,valid
jane@outlook.com,valid
user@outlook.com,valid
john@hotmail.com,valid
admin@hotmail.com,valid
test@hotmail.com,valid
john@company.com,valid
admin@company.com,valid
info@company.com,valid
user@example.com,valid
test@example.com,valid
admin@example.com,valid
john@mail.com,valid
admin@mail.com,valid
test@mail.com,valid
john@domain.com,valid
user@domain.com,valid
test@domain.com,valid
john@example.org,valid
admin@example.org,valid
test@example.org,valid
john@site.net,valid
user@site.net,valid
admin@site.net,valid
